region,sector,year,quarter,loan_amount
Naryn oblast,"Agriculture, procurement and  processing",2021,2,3246.9497238579856
Naryn oblast,Trade,2021,2,452.9707578152575
Naryn oblast,Construction,2021,2,102.5417220472294
Naryn oblast,Mortgage,2021,2,375.43006080388517
Naryn oblast,Individuals,2021,2,1103.862799989059
Naryn oblast,Other loans,2021,2,170.5981343205758
Naryn oblast,Industry,2021,3,156.4802987581437
Naryn oblast,"Agriculture, procurement and  processing",2021,3,3154.935763773214
Naryn oblast,Trade,2021,3,494.6352800369084
Naryn oblast,Construction,2021,3,113.1648893049494
Naryn oblast,Mortgage,2021,3,403.8590473985164
Naryn oblast,Individuals,2021,3,1235.5568113826994
Naryn oblast,Other loans,2021,3,169.0350576496558
Naryn oblast,Industry,2021,4,437.36274649771
Naryn oblast,"Agriculture, procurement and  processing",2021,4,4238.258150680294
Naryn oblast,Trade,2021,4,594.901076118772
Naryn oblast,Construction,2021,4,102.86800526
Naryn oblast,Mortgage,2021,4,460.7447674029841
Naryn oblast,Individuals,2021,4,1363.7142722400001
Naryn oblast,Other loans,2021,4,182.27951260227198
Naryn oblast,Industry,2022,1,428.09491793622
Naryn oblast,"Agriculture, procurement and  processing",2022,1,4556.085661471442
Naryn oblast,Trade,2022,1,651.632131448495
Naryn oblast,Construction,2022,1,106.60804373567
Naryn oblast,Mortgage,2022,1,466.40799036
Naryn oblast,Individuals,2022,1,1332.636806309999
Naryn oblast,Other loans,2022,1,191.41559445790998
Naryn oblast,Industry,2022,2,192.99563210000002
Naryn oblast,"Agriculture, procurement and  processing",2022,2,3488.2958231787534
Naryn oblast,Trade,2022,2,564.435058344305
Naryn oblast,Construction,2022,2,139.033544937583
Naryn oblast,Mortgage,2022,2,439.09513445
Naryn oblast,Individuals,2022,2,1538.7328751649998
Naryn oblast,Other loans,2022,2,184.82462838024998
Naryn oblast,Industry,2022,3,210.11317196964998
Naryn oblast,"Agriculture, procurement and  processing",2022,3,3446.3452136091432
Naryn oblast,Trade,2022,3,607.152327852049
Naryn oblast,Construction,2022,3,127.551323880275
Naryn oblast,Mortgage,2022,3,472.41737599000004
Naryn oblast,Individuals,2022,3,1858.9100265145746
Naryn oblast,Other loans,2022,3,181.46162075733403
Naryn oblast,Industry,2022,4,230.61857187228003
Naryn oblast,"Agriculture, procurement and  processing",2022,4,3337.677138477369
Naryn oblast,Trade,2022,4,641.1944889628911
Naryn oblast,Construction,2022,4,111.657827739405
Naryn oblast,Mortgage,2022,4,523.33123261
Naryn oblast,Individuals,2022,4,2023.1261317904
Naryn oblast,Other loans,2022,4,189.26072127315706
Naryn oblast,Industry,2023,1,157.58493468580002
Naryn oblast,"Agriculture, procurement and  processing",2023,1,3140.960937253281
Naryn oblast,Trade,2023,1,777.7518047254881
Naryn oblast,Construction,2023,1,96.34280848
Naryn oblast,Mortgage,2023,1,634.7467383
Naryn oblast,Individuals,2023,1,2012.134000341601
Naryn oblast,Other loans,2023,1,178.36809551574203
Naryn oblast,Industry,2023,2,196.18976172398
Naryn oblast,"Agriculture, procurement and  processing",2023,2,3507.514128620526
Naryn oblast,Trade,2023,2,797.158496747298
Naryn oblast,Construction,2023,2,93.356295237624
Naryn oblast,Mortgage,2023,2,664.1669861000001
Naryn oblast,Individuals,2023,2,2221.866691775764
Naryn oblast,Other loans,2023,2,178.68402730940997
Naryn oblast,Industry,2023,3,210.39734702060002
Naryn oblast,"Agriculture, procurement and  processing",2023,3,3538.889247555111
Naryn oblast,Trade,2023,3,843.1359924462502
Naryn oblast,Construction,2023,3,94.46917615482101
Naryn oblast,Mortgage,2023,3,758.4610452200001
Naryn oblast,Individuals,2023,3,2569.5911423399994
Naryn oblast,Other loans,2023,3,178.09626190549602
Naryn oblast,Industry,2023,4,222.53322537496
Naryn oblast,"Agriculture, procurement and  processing",2023,4,3499.816886960949
Naryn oblast,Trade,2023,4,878.6576481654408
Naryn oblast,Construction,2023,4,81.41512033758
Naryn oblast,Mortgage,2023,4,816.60506387
Naryn oblast,Individuals,2023,4,2772.881214759999
Naryn oblast,Other loans,2023,4,203.95574895133603
Naryn oblast,Industry,2024,1,225.38283345642
Naryn oblast,"Agriculture, procurement and  processing",2024,1,3497.2740529558055
Naryn oblast,Trade,2024,1,849.4514280713339
Naryn oblast,Construction,2024,1,83.83360497938101
Naryn oblast,Mortgage,2024,1,868.05880734
Naryn oblast,Individuals,2024,1,2888.0781873104793
Naryn oblast,Other loans,2024,1,209.40634227200002
Naryn oblast,Industry,2024,2,227.28917779999998
Naryn oblast,"Agriculture, procurement and  processing",2024,2,3861.173821977703
Naryn oblast,Trade,2024,2,867.3611405858456
Naryn oblast,Construction,2024,2,107.51451553713001
Naryn oblast,Mortgage,2024,2,911.0227625
Naryn oblast,Individuals,2024,2,3176.8382128912426
Naryn oblast,Other loans,2024,2,266.46515666
Naryn oblast,Industry,2024,3,229.59522966
Naryn oblast,"Agriculture, procurement and  processing",2024,3,3821.450550690001
Naryn oblast,Trade,2024,3,838.1407499069276
Naryn oblast,Construction,2024,3,127.47351862999999
Naryn oblast,Mortgage,2024,3,998.8501858999999
Naryn oblast,Individuals,2024,3,3680.840307285999
Naryn oblast,Other loans,2024,3,331.49393053999995
Naryn oblast,Industry,2024,4,242.08179949000004
Naryn oblast,"Agriculture, procurement and  processing",2024,4,3730.008902177999
Naryn oblast,Trade,2024,4,885.3559401130399
Naryn oblast,Construction,2024,4,118.60713428000003
Naryn oblast,Mortgage,2024,4,1055.8686812099997
Naryn oblast,Individuals,2024,4,4140.0000694400005
Naryn oblast,Other loans,2024,4,450.31623395
Naryn oblast,Industry,2025,1,242.37661225000002
Naryn oblast,"Agriculture, procurement and  processing",2025,1,3752.387132966
Naryn oblast,Trade,2025,1,974.00095389941
Naryn oblast,Construction,2025,1,112.17145640000001
Naryn oblast,Mortgage,2025,1,1137.48452733
Naryn oblast,Individuals,2025,1,4534.374803299998
Naryn oblast,Other loans,2025,1,543.7514737
Naryn oblast,Industry,2025,2,244.28173320102
Naryn oblast,"Agriculture, procurement and  processing",2025,2,4112.583021240001
Naryn oblast,Trade,2025,2,1104.60880989421
Naryn oblast,Construction,2025,2,126.74567248
Naryn oblast,Mortgage,2025,2,1238.27072551
Naryn oblast,Individuals,2025,2,5007.45807446
Naryn oblast,Other loans,2025,2,759.7761898299999
Naryn oblast,Industry,2025,3,127.55031404
Naryn oblast,"Agriculture, procurement and  processing",2025,3,4515.20162152
Naryn oblast,Trade,2025,3,761.6464467899999
Naryn oblast,Construction,2025,3,220.7426126
Naryn oblast,Mortgage,2025,3,1554.64663254
Naryn oblast,Individuals,2025,3,5244.579813969999
Naryn oblast,Other loans,2025,3,1752.99015239
Naryn oblast,Industry,2025,4,113.680105090964
Naryn oblast,"Agriculture, procurement and  processing",2025,4,4622.997557631548
Naryn oblast,Trade,2025,4,779.6897839412729
Naryn oblast,Construction,2025,4,207.68401739000004
Naryn oblast,Mortgage,2025,4,1721.0288312800012
Naryn oblast,Individuals,2025,4,5462.353865939976
Naryn oblast,Other loans,2025,4,1854.418342833205
Osh oblast,Industry,2018,1,756.4372267691333
Osh oblast,"Agriculture, procurement and  processing",2018,1,3910.8040971090354
Osh oblast,Trade,2018,1,3970.559492606554
Osh oblast,Construction,2018,1,522.523318163825
Osh oblast,Mortgage,2018,1,1671.1477627013599
Osh oblast,Individuals,2018,1,1554.260584393562
Osh oblast,Other loans,2018,1,1267.609656024891
Osh oblast,Industry,2018,2,689.2886454815999
Osh oblast,"Agriculture, procurement and  processing",2018,2,4307.006360446801
Osh oblast,Trade,2018,2,4029.231866388586
Osh oblast,Construction,2018,2,568.6896524258001
Osh oblast,Mortgage,2018,2,1760.6738676795997
Osh oblast,Individuals,2018,2,1716.711194371012
Osh oblast,Other loans,2018,2,1448.1585917356213
Osh oblast,Industry,2018,3,700.4432321899161
Osh oblast,"Agriculture, procurement and  processing",2018,3,4299.223875007697
Osh oblast,Trade,2018,3,3984.3936401878127
Osh oblast,Construction,2018,3,606.5236550259689
Osh oblast,Mortgage,2018,3,1766.199965531776
Osh oblast,Individuals,2018,3,1911.2190327381752
Osh oblast,Other loans,2018,3,1522.542471329959
Osh oblast,Industry,2018,4,739.0508084595001
Osh oblast,"Agriculture, procurement and  processing",2018,4,4221.472526494621
Osh oblast,Trade,2018,4,4271.213667976583
Osh oblast,Construction,2018,4,681.5373383940001
Osh oblast,Mortgage,2018,4,1901.843863856
Osh oblast,Individuals,2018,4,1986.1706874796923
Osh oblast,Other loans,2018,4,1485.8450537227461
Osh oblast,Industry,2019,1,777.2145151983812
Osh oblast,"Agriculture, procurement and  processing",2019,1,4385.542768742743
Osh oblast,Trade,2019,1,4422.418336840872
Osh oblast,Construction,2019,1,658.0199207832633
Osh oblast,Mortgage,2019,1,1974.428723629575
Osh oblast,Individuals,2019,1,1930.268214041707
Osh oblast,Other loans,2019,1,1521.143108784649
Osh oblast,Industry,2019,2,832.059682484736
Osh oblast,"Agriculture, procurement and  processing",2019,2,4906.48583074809
Osh oblast,Trade,2019,2,4491.480374909292
Osh oblast,Construction,2019,2,927.0190867416879
Osh oblast,Mortgage,2019,2,2006.511312609384
Osh oblast,Individuals,2019,2,2047.8264192112506
Osh oblast,Other loans,2019,2,1746.936622907492
Osh oblast,Industry,2019,3,776.245359797298
Osh oblast,"Agriculture, procurement and  processing",2019,3,5150.787759447775
Osh oblast,Trade,2019,3,4813.758767979281
Osh oblast,Construction,2019,3,986.3473389990049
Osh oblast,Mortgage,2019,3,2103.9730174990286
Osh oblast,Individuals,2019,3,2155.2771825791283
Osh oblast,Other loans,2019,3,1774.564922944358
Osh oblast,Industry,2019,4,1052.942427624616
Osh oblast,"Agriculture, procurement and  processing",2019,4,5231.211350624738
Osh oblast,Trade,2019,4,4593.984028814864
Osh oblast,Construction,2019,4,986.5907284507501
Osh oblast,Mortgage,2019,4,2158.5603324631834
Osh oblast,Individuals,2019,4,2281.4412853026115
Osh oblast,Other loans,2019,4,1809.5582541135182
Osh oblast,Industry,2020,1,1097.9204926299
Osh oblast,"Agriculture, procurement and  processing",2020,1,5159.3230676897965
Osh oblast,Trade,2020,1,5047.200794355498
Osh oblast,Construction,2020,1,1075.5745253359
Osh oblast,Mortgage,2020,1,2192.5504202884
Osh oblast,Individuals,2020,1,2223.541442391001
Osh oblast,Other loans,2020,1,1813.1204165141
Osh oblast,Industry,2020,2,1196.439070009404
Osh oblast,"Agriculture, procurement and  processing",2020,2,5539.908445629994
Osh oblast,Trade,2020,2,4966.731270816901
Osh oblast,Construction,2020,2,1105.512759749016
Osh oblast,Mortgage,2020,2,2021.1514932080488
Osh oblast,Individuals,2020,2,2119.66982707693
Osh oblast,Other loans,2020,2,1894.70257889965
Osh oblast,Industry,2020,3,1355.280936768
Osh oblast,"Agriculture, procurement and  processing",2020,3,5569.897837903999
Osh oblast,Trade,2020,3,4894.700467082999
Osh oblast,Construction,2020,3,1167.0909918779998
Osh oblast,Mortgage,2020,3,2054.96044858
Osh oblast,Individuals,2020,3,2145.46206482
Osh oblast,Other loans,2020,3,1950.1796666129999
Osh oblast,Industry,2020,4,1392.51125820151
Osh oblast,"Agriculture, procurement and  processing",2020,4,5530.758766710165
Osh oblast,Trade,2020,4,4976.067986563586
Osh oblast,Construction,2020,4,1228.2611913925882
Osh oblast,Mortgage,2020,4,2088.4951215838473
Osh oblast,Individuals,2020,4,2156.707055740392
Osh oblast,Other loans,2020,4,2001.088413837942
Osh oblast,Industry,2021,1,1402.6668038886
Osh oblast,"Agriculture, procurement and  processing",2021,1,5880.131741527653
Osh oblast,Trade,2021,1,5136.939656872856
Osh oblast,Construction,2021,1,1222.0133744216334
Osh oblast,Mortgage,2021,1,2101.201268505125
Osh oblast,Individuals,2021,1,2134.502902910642
Osh oblast,Other loans,2021,1,1929.9959647882042
Osh oblast,Industry,2021,2,1539.5286869320869
Osh oblast,"Agriculture, procurement and  processing",2021,2,6384.1216981156185
Osh oblast,Trade,2021,2,5544.464568425912
Osh oblast,Construction,2021,2,1311.6117497112375
Osh oblast,Mortgage,2021,2,2165.6474826917097
Osh oblast,Individuals,2021,2,2357.654675135693
Osh oblast,Other loans,2021,2,1987.8069776447921
Osh oblast,Industry,2021,3,1532.7127662060097
Osh oblast,"Agriculture, procurement and  processing",2021,3,6488.778740053442
Osh oblast,Trade,2021,3,6175.659624330293
Osh oblast,Construction,2021,3,1343.5635822632426
Osh oblast,Mortgage,2021,3,2202.5339752252553
Osh oblast,Individuals,2021,3,2732.9267104016153
Osh oblast,Other loans,2021,3,1956.5852464147129
Osh oblast,Industry,2021,4,1635.0090093002289
Osh oblast,"Agriculture, procurement and  processing",2021,4,6442.926335271637
Osh oblast,Trade,2021,4,6201.087522204836
Osh oblast,Construction,2021,4,1545.980523419856
Osh oblast,Mortgage,2021,4,2305.915465696032
Osh oblast,Individuals,2021,4,2975.166270535207
Osh oblast,Other loans,2021,4,2040.3638922407613
Osh oblast,Industry,2022,1,1645.2498814333649
Osh oblast,"Agriculture, procurement and  processing",2022,1,6723.535271641808
Osh oblast,Trade,2022,1,6050.236494445425
Osh oblast,Construction,2022,1,1500.58982342016
Osh oblast,Mortgage,2022,1,2282.7243774542303
Osh oblast,Individuals,2022,1,3027.0367618537202
Osh oblast,Other loans,2022,1,2065.804812652728
Osh oblast,Industry,2022,2,1761.7925252756252
Osh oblast,"Agriculture, procurement and  processing",2022,2,7756.532778904696
Osh oblast,Trade,2022,2,6308.93469793121
Osh oblast,Construction,2022,2,1773.5103635250018
Osh oblast,Mortgage,2022,2,2379.304143785
Osh oblast,Individuals,2022,2,3676.02085328855
Osh oblast,Other loans,2022,2,2232.806011451411
Osh oblast,Industry,2022,3,1810.6454637786724
Osh oblast,"Agriculture, procurement and  processing",2022,3,7859.37906394944
Osh oblast,Trade,2022,3,6845.889504355315
Osh oblast,Construction,2022,3,1698.5466800143831
Osh oblast,Mortgage,2022,3,2511.223026333159
Osh oblast,Individuals,2022,3,4308.849034808727
Osh oblast,Other loans,2022,3,2181.858400266691
Osh oblast,Industry,2022,4,1952.9538534025196
Osh oblast,"Agriculture, procurement and  processing",2022,4,7921.952982874818
Osh oblast,Trade,2022,4,7126.633346760163
Osh oblast,Construction,2022,4,1447.9918519155997
Osh oblast,Mortgage,2022,4,2640.764934557001
Osh oblast,Individuals,2022,4,4847.13802875757
Osh oblast,Other loans,2022,4,2351.52143415074
Osh oblast,Industry,2023,1,1495.1871639982
Osh oblast,"Agriculture, procurement and  processing",2023,1,8078.169537158049
Osh oblast,Trade,2023,1,7933.6705186722975
Osh oblast,Construction,2023,1,1372.3891545551992
Osh oblast,Mortgage,2023,1,2726.9231191646004
Osh oblast,Individuals,2023,1,5269.216944074851
Osh oblast,Other loans,2023,1,2472.5662641576564
Osh oblast,Industry,2023,2,1425.3173017374143
Osh oblast,"Agriculture, procurement and  processing",2023,2,8872.504688592
Osh oblast,Trade,2023,2,8640.894047187303
Osh oblast,Construction,2023,2,1314.4193401022908
Osh oblast,Mortgage,2023,2,2821.1050944592957
Osh oblast,Individuals,2023,2,6452.220285872403
Osh oblast,Other loans,2023,2,2778.052090160749
Osh oblast,Industry,2023,3,1430.5537931531999
Osh oblast,"Agriculture, procurement and  processing",2023,3,9188.040090130115
Osh oblast,Trade,2023,3,9268.349763137945
Osh oblast,Construction,2023,3,1290.1255515968
Osh oblast,Mortgage,2023,3,2986.087408717299
Osh oblast,Individuals,2023,3,7995.035520066499
Osh oblast,Other loans,2023,3,2876.174150018524
Osh oblast,Industry,2023,4,1529.032389667588
Osh oblast,"Agriculture, procurement and  processing",2023,4,9111.672742931403
Osh oblast,Trade,2023,4,9278.313792653376
Osh oblast,Construction,2023,4,1152.0648364526844
Osh oblast,Mortgage,2023,4,3135.501560539394
Osh oblast,Individuals,2023,4,8798.712091373178
Osh oblast,Other loans,2023,4,2919.6186619558116
Osh oblast,Industry,2024,1,1405.680139622128
Osh oblast,"Agriculture, procurement and  processing",2024,1,8953.455554665179
Osh oblast,Trade,2024,1,9258.638114161045
Osh oblast,Construction,2024,1,1127.5090494689396
Osh oblast,Mortgage,2024,1,3287.9580684046155
Osh oblast,Individuals,2024,1,9234.620152092913
Osh oblast,Other loans,2024,1,3031.8352493316625
Osh oblast,Industry,2024,2,1555.1906081888455
Osh oblast,"Agriculture, procurement and  processing",2024,2,9595.746455481943
Osh oblast,Trade,2024,2,9376.074071190382
Osh oblast,Construction,2024,2,1194.3450940981297
Osh oblast,Mortgage,2024,2,3530.8680906496115
Osh oblast,Individuals,2024,2,10487.327360751815
Osh oblast,Other loans,2024,2,3163.33429671941
Osh oblast,Industry,2024,3,1569.991389929662
Osh oblast,"Agriculture, procurement and  processing",2024,3,9639.689030837
Osh oblast,Trade,2024,3,9610.49688846424
Osh oblast,Construction,2024,3,1209.1686341579998
Osh oblast,Mortgage,2024,3,3976.162439038
Osh oblast,Individuals,2024,3,12662.229922667988
Osh oblast,Other loans,2024,3,3492.3583603318066
Osh oblast,Industry,2024,4,1692.5494368199998
Osh oblast,"Agriculture, procurement and  processing",2024,4,9459.735336676618
Osh oblast,Trade,2024,4,10476.513486239093
Osh oblast,Construction,2024,4,1414.48052597
Osh oblast,Mortgage,2024,4,4618.01282447
Osh oblast,Individuals,2024,4,15270.72604199064
Osh oblast,Other loans,2024,4,3897.9598929163676
Osh oblast,Industry,2025,1,1536.8547516280003
Osh oblast,"Agriculture, procurement and  processing",2025,1,9699.509037908
Osh oblast,Trade,2025,1,10596.810791399908
Osh oblast,Construction,2025,1,1337.7614931340001
Osh oblast,Mortgage,2025,1,5032.092946398001
Osh oblast,Individuals,2025,1,17423.209600642003
Osh oblast,Other loans,2025,1,4758.646339732083
Osh oblast,Industry,2025,2,1756.58201155082
Osh oblast,"Agriculture, procurement and  processing",2025,2,10534.806867114561
Osh oblast,Trade,2025,2,11767.664743018819
Osh oblast,Construction,2025,2,1378.09057327238
Osh oblast,Mortgage,2025,2,5651.25369134872
Osh oblast,Individuals,2025,2,19198.242450426085
Osh oblast,Other loans,2025,2,5667.629531539239
Osh oblast,Industry,2025,3,1441.5063980899997
Osh oblast,"Agriculture, procurement and  processing",2025,3,10955.12013473
Osh oblast,Trade,2025,3,10661.5805782
Osh oblast,Construction,2025,3,1389.8641108499999
Osh oblast,Mortgage,2025,3,6536.94695525
Osh oblast,Individuals,2025,3,20548.09734145
Osh oblast,Other loans,2025,3,8874.00200418
Osh oblast,Industry,2025,4,1403.4211118825795
Osh oblast,"Agriculture, procurement and  processing",2025,4,10947.226259943687
Osh oblast,Trade,2025,4,10325.243043961096
Osh oblast,Construction,2025,4,1334.133798906297
Osh oblast,Mortgage,2025,4,7962.872846051967
Osh oblast,Individuals,2025,4,21417.602975550533
Osh oblast,Other loans,2025,4,9166.204534987253
Talas oblast,Industry,2018,1,125.7960925792373
Talas oblast,"Agriculture, procurement and  processing",2018,1,1790.5882896302749
Talas oblast,Trade,2018,1,405.3859196070843
Talas oblast,Construction,2018,1,53.10477572299999
Talas oblast,Mortgage,2018,1,101.78236519135
Talas oblast,Individuals,2018,1,343.90235754888914
Talas oblast,Other loans,2018,1,152.42772317020518
Talas oblast,Industry,2018,2,183.28417320923728
Talas oblast,"Agriculture, procurement and  processing",2018,2,2124.2120888826835
Talas oblast,Trade,2018,2,417.11384055352306
Talas oblast,Construction,2018,2,86.5618215052
Talas oblast,Mortgage,2018,2,105.17949699
Talas oblast,Individuals,2018,2,374.52053344062665
Talas oblast,Other loans,2018,2,175.34974586770701
Talas oblast,Industry,2018,3,178.42167966822035
Talas oblast,"Agriculture, procurement and  processing",2018,3,2132.2265877145605
Talas oblast,Trade,2018,3,468.13903687489267
Talas oblast,Construction,2018,3,128.69772838325002
Talas oblast,Mortgage,2018,3,111.090461836312
Talas oblast,Individuals,2018,3,409.2517545151843
Talas oblast,Other loans,2018,3,179.01731962469128
Talas oblast,Industry,2018,4,173.5581736182203
Talas oblast,"Agriculture, procurement and  processing",2018,4,1963.124904775742
Talas oblast,Trade,2018,4,451.8964893440869
Talas oblast,Construction,2018,4,140.38312947499998
Talas oblast,Mortgage,2018,4,119.512184386
Talas oblast,Individuals,2018,4,427.0104982538753
Talas oblast,Other loans,2018,4,168.94099959288027
Talas oblast,Industry,2019,1,174.5120914340325
Talas oblast,"Agriculture, procurement and  processing",2019,1,2004.1308691418078
Talas oblast,Trade,2019,1,476.78565812992093
Talas oblast,Construction,2019,1,138.7446039789768
Talas oblast,Mortgage,2019,1,128.6146897200525
Talas oblast,Individuals,2019,1,428.0528809121684
Talas oblast,Other loans,2019,1,153.56357810691202
Talas oblast,Industry,2019,2,161.75967316999999
Talas oblast,"Agriculture, procurement and  processing",2019,2,2305.803870383888
Talas oblast,Trade,2019,2,499.27998964144
Talas oblast,Construction,2019,2,182.301778485616
Talas oblast,Mortgage,2019,2,136.54505137814402
Talas oblast,Individuals,2019,2,494.5883325018641
Talas oblast,Other loans,2019,2,139.64228425481602
Talas oblast,Industry,2019,3,145.07318878822034
Talas oblast,"Agriculture, procurement and  processing",2019,3,2332.9962494608735
Talas oblast,Trade,2019,3,547.5397325982353
Talas oblast,Construction,2019,3,209.27502803177305
Talas oblast,Mortgage,2019,3,147.664868922612
Talas oblast,Individuals,2019,3,539.7070583432738
Talas oblast,Other loans,2019,3,134.93601867507672
Talas oblast,Industry,2019,4,312.13839998
Talas oblast,"Agriculture, procurement and  processing",2019,4,2523.5009329692657
Talas oblast,Trade,2019,4,544.667414759727
Talas oblast,Construction,2019,4,265.18905656405497
Talas oblast,Mortgage,2019,4,312.87911822005304
Talas oblast,Individuals,2019,4,692.2146701667402
Talas oblast,Other loans,2019,4,187.841928788505
Talas oblast,Industry,2020,1,313.31127998
Talas oblast,"Agriculture, procurement and  processing",2020,1,2541.042986179999
Talas oblast,Trade,2020,1,557.6914866629
Talas oblast,Construction,2020,1,265.76760951480003
Talas oblast,Mortgage,2020,1,308.6857383349
Talas oblast,Individuals,2020,1,674.2419482538002
Talas oblast,Other loans,2020,1,184.369090953
Talas oblast,Industry,2020,2,320.46018734999996
Talas oblast,"Agriculture, procurement and  processing",2020,2,2830.9720111499996
Talas oblast,Trade,2020,2,562.68707890245
Talas oblast,Construction,2020,2,287.00264157482894
Talas oblast,Mortgage,2020,2,319.71271362
Talas oblast,Individuals,2020,2,634.12621097
Talas oblast,Other loans,2020,2,197.4973269536
Talas oblast,Industry,2020,3,375.69520445999996
Talas oblast,"Agriculture, procurement and  processing",2020,3,2991.6437722299993
Talas oblast,Trade,2020,3,564.2314844819999
Talas oblast,Construction,2020,3,286.878013386
Talas oblast,Mortgage,2020,3,347.765112926
Talas oblast,Individuals,2020,3,651.3679761060001
Talas oblast,Other loans,2020,3,203.176358724
Talas oblast,Industry,2020,4,370.56445119999995
Talas oblast,"Agriculture, procurement and  processing",2020,4,2915.021600159999
Talas oblast,Trade,2020,4,563.417654978328
Talas oblast,Construction,2020,4,286.9225047332981
Talas oblast,Mortgage,2020,4,354.070962038108
Talas oblast,Individuals,2020,4,633.2529075565241
Talas oblast,Other loans,2020,4,220.633715690688
Talas oblast,Industry,2021,1,275.9016815146271
Talas oblast,"Agriculture, procurement and  processing",2021,1,2725.1209514643415
Talas oblast,Trade,2021,1,609.6092690485528
Talas oblast,Construction,2021,1,197.57034617526398
Talas oblast,Mortgage,2021,1,227.5419598313848
Talas oblast,Individuals,2021,1,522.3299844774197
Talas oblast,Other loans,2021,1,168.84991595707996
Talas oblast,Industry,2021,2,270.9143509539571
Talas oblast,"Agriculture, procurement and  processing",2021,2,2996.3549107185017
Talas oblast,Trade,2021,2,633.4599966367767
Talas oblast,Construction,2021,2,213.06742344248005
Talas oblast,Mortgage,2021,2,251.28578699221677
Talas oblast,Individuals,2021,2,581.5184706025404
Talas oblast,Other loans,2021,2,183.09021357528
Talas oblast,Industry,2021,3,340.7299809135571
Talas oblast,"Agriculture, procurement and  processing",2021,3,3047.120300573411
Talas oblast,Trade,2021,3,671.1470701811779
Talas oblast,Construction,2021,3,228.016460934184
Talas oblast,Mortgage,2021,3,269.4198694319548
Talas oblast,Individuals,2021,3,663.1475378805147
Talas oblast,Other loans,2021,3,190.30423545961997
Talas oblast,Industry,2021,4,428.95193313000004
Talas oblast,"Agriculture, procurement and  processing",2021,4,3324.5599691225125
Talas oblast,Trade,2021,4,665.76810536004
Talas oblast,Construction,2021,4,308.152478863452
Talas oblast,Mortgage,2021,4,471.783244741422
Talas oblast,Individuals,2021,4,874.5565375612761
Talas oblast,Other loans,2021,4,213.70894291000002
Talas oblast,Industry,2022,1,427.10334100618
Talas oblast,"Agriculture, procurement and  processing",2022,1,3423.887510468026
Talas oblast,Trade,2022,1,678.6155520043169
Talas oblast,Construction,2022,1,320.82444526569
Talas oblast,Mortgage,2022,1,638.19443023
Talas oblast,Individuals,2022,1,1059.3726897698
Talas oblast,Other loans,2022,1,226.70566661041002
Talas oblast,Industry,2022,2,353.83758473
Talas oblast,"Agriculture, procurement and  processing",2022,2,3354.772880977431
Talas oblast,Trade,2022,2,703.645067915
Talas oblast,Construction,2022,2,218.26255895000003
Talas oblast,Mortgage,2022,2,314.43662259499996
Talas oblast,Individuals,2022,2,844.7542866900003
Talas oblast,Other loans,2022,2,208.94810257
Talas oblast,Industry,2022,3,356.03351904209
Talas oblast,"Agriculture, procurement and  processing",2022,3,3446.1068288716497
Talas oblast,Trade,2022,3,722.2897405208608
Talas oblast,Construction,2022,3,214.43295837000002
Talas oblast,Mortgage,2022,3,324.38061813639797
Talas oblast,Individuals,2022,3,941.6719703665958
Talas oblast,Other loans,2022,3,190.33860872373094
Talas oblast,Industry,2022,4,348.1420070992
Talas oblast,"Agriculture, procurement and  processing",2022,4,3289.88275983201
Talas oblast,Trade,2022,4,784.1149437548
Talas oblast,Construction,2022,4,199.70478641
Talas oblast,Mortgage,2022,4,347.5276507672
Talas oblast,Individuals,2022,4,1015.9477929715996
Talas oblast,Other loans,2022,4,187.49984470919998
Talas oblast,Industry,2023,1,285.61210778500003
Talas oblast,"Agriculture, procurement and  processing",2023,1,3336.5234689439
Talas oblast,Trade,2023,1,894.0689771991999
Talas oblast,Construction,2023,1,186.1651853
Talas oblast,Mortgage,2023,1,420.444757361
Talas oblast,Individuals,2023,1,1166.7850114297999
Talas oblast,Other loans,2023,1,206.95275461
Talas oblast,Industry,2023,2,230.16886950526003
Talas oblast,"Agriculture, procurement and  processing",2023,2,3889.103347076695
Talas oblast,Trade,2023,2,959.9563494351949
Talas oblast,Construction,2023,2,188.94519932
Talas oblast,Mortgage,2023,2,466.36914803
Talas oblast,Individuals,2023,2,1210.3468246314308
Talas oblast,Other loans,2023,2,227.6949036077239
Talas oblast,Industry,2023,3,225.2272112899999
Talas oblast,"Agriculture, procurement and  processing",2023,3,4130.490531376319
Talas oblast,Trade,2023,3,1082.2069987264
Talas oblast,Construction,2023,3,190.12431611
Talas oblast,Mortgage,2023,3,542.26043224
Talas oblast,Individuals,2023,3,1500.2834617133003
Talas oblast,Other loans,2023,3,226.9505270391
Talas oblast,Industry,2023,4,195.60258898
Talas oblast,"Agriculture, procurement and  processing",2023,4,3939.2628518800007
Talas oblast,Trade,2023,4,1075.468281151473
Talas oblast,Construction,2023,4,173.21925317
Talas oblast,Mortgage,2023,4,582.3542623700001
Talas oblast,Individuals,2023,4,1664.6292809531535
Talas oblast,Other loans,2023,4,224.16017476918205
Talas oblast,Industry,2024,1,182.66170085000002
Talas oblast,"Agriculture, procurement and  processing",2024,1,4104.072373710001
Talas oblast,Trade,2024,1,1196.015407837796
Talas oblast,Construction,2024,1,157.89478178
Talas oblast,Mortgage,2024,1,619.3280541500001
Talas oblast,Individuals,2024,1,1836.1980877701012
Talas oblast,Other loans,2024,1,251.82504757435186
